Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
487,Marcus Smart\smartma01,PG,22,Boston Celtics,74,2249,11.7,.483,.430,.331,3.8,10.5,7.2,21.6,2.6,1.0,15.8,19.1,,0.2,2.6,2.8,.059,,-1.3,0.8,-0.5,0.9
488,Ish Smith\smithis01,PG,28,Detroit Pistons,76,1803,14.4,.474,.143,.134,1.0,12.7,6.7,32.1,1.7,1.4,12.7,20.1,,0.5,2.2,2.7,.072,,-1.5,0.5,-1.0,0.4
489,J.R. Smith\smithjr01,SG,31,Cleveland Cavaliers,35,993,8.2,.488,.761,.050,1.5,8.4,5.0,6.6,1.8,0.8,6.7,14.8,,0.0,0.7,0.7,.034,,-0.6,-0.8,-1.3,0.2
490,Jason Smith\smithja02,C,30,Washington Wizards,69,980,13.7,.593,.200,.154,7.3,20.2,13.7,4.6,1.0,4.4,13.5,16.7,,1.0,1.2,2.1,.105,,-2.1,0.6,-1.5,0.1
491,Tony Snell\snellto01,SG,25,Milwaukee Bucks,76,2224,9.7,.604,.663,.113,1.2,11.5,6.4,5.9,1.0,0.6,8.5,12.1,,2.2,1.1,3.3,.071,,0.4,-1.3,-0.9,0.6
492,Marreese Speights\speigma01,C,29,Los Angeles Clippers,78,1222,18.2,.593,.501,.263,7.8,24.0,16.1,7.9,0.9,2.7,9.8,23.6,,2.6,1.6,4.2,.164,,1.8,-0.9,0.9,0.9
493,Tiago Splitter\splitti01,C,32,Philadelphia 76ers,3,22,25.1,.697,.125,.375,20.1,14.9,17.5,16.5,0.0,3.6,17.7,22.3,,0.1,0.0,0.1,.208,,4.0,-0.4,3.6,0.0
494,Nik Stauskas\stausni01,SG,23,Philadelphia 76ers,75,2055,9.1,.545,.567,.230,1.1,10.2,5.7,12.5,1.0,1.2,15.6,16.1,,0.1,1.4,1.5,.035,,-1.7,-0.6,-2.2,-0.1
495,Lance Stephenson\stephla01,SG,26,TOT,13,247,8.4,.475,.157,.120,1.3,12.6,6.9,23.2,0.4,0.3,15.5,18.6,,-0.1,0.1,0.0,-0.002,,-4.3,-2.2,-6.6,-0.3
496,Lance Stephenson\stephla01,SG,26,New Orleans Pelicans,6,162,10.3,.496,.182,.145,1.9,9.8,5.8,28.0,0.6,0.5,15.8,19.0,,0.0,0.1,0.1,.031,,-3.0,-1.9,-4.8,-0.1
497,Lance Stephenson\stephla01,SG,26,Minnesotta Timberwolves,6,67,6.7,.480,.095,.095,0.0,17.7,8.7,11.2,0.0,0.0,15.5,17.1,,-0.1,0.0,-0.1,-0.042,,-6.2,-3.0,-9.2,-0.1
498,Lance Stephenson\stephla01,G-F,26,Indiana Pacers,1,18,-2.4,.286,.143,.000,0.0,18.4,9.3,24.0,0.0,0.0,12.5,19.9,,-0.1,0.0,-0.1,-0.151,,-9.5,-2.7,-12.2,0.0
499,Jarnell Stokes\stokeja01,PF,23,Denver Nuggets,2,7,31.6,.798,.000,2.000,15.9,15.8,15.9,40.3,7.0,0.0,0.0,11.4,,0.1,0.0,0.1,.477,,11.8,3.5,15.4,0.0
500,Diamond Stone\stonedi01,C,19,Los Angeles Clippers,7,24,-1.2,.339,.000,.308,4.8,22.7,14.0,0.0,0.0,3.4,11.9,31.2,,-0.1,0.0,-0.1,-0.212,,-17.2,-6.9,-24.1,-0.1
501,Rodney Stuckey\stuckro01,PG,30,Indiana Pacers,39,696,9.5,.483,.246,.439,1.0,12.4,6.7,17.9,1.1,0.0,15.4,22.2,,-0.5,0.4,-0.1,-0.009,,-3.9,-2.4,-6.3,-0.8
502,Jared Sullinger\sullija01,PF,24,Toronto Raptors,11,118,5.6,.359,.375,.167,9.6,16.3,12.9,3.7,1.7,0.7,7.2,21.0,,-0.2,0.1,-0.1,-0.040,,-5.1,-2.7,-7.8,-0.2
503,Walter Tavares\tavarwa01,C,24,Atlanta Hawks,1,4,13.1,.532,.000,2.000,0.0,27.1,13.7,0.0,0.0,0.0,0.0,20.5,,0.0,0.0,0.0,-0.046,,-8.1,-7.1,-15.2,0.0
504,Isaiah Taylor\taylois01,G,22,Houston Rockets,1,15,6.1,.387,.333,.667,0.0,7.3,3.7,0.0,3.2,5.4,0.0,10.9,,0.0,0.0,0.0,.031,,-6.3,1.8,-4.5,0.0
505,Jeff Teague\teaguje01,PG,28,Indiana Pacers,77,2495,19.1,.574,.276,.448,1.5,12.7,7.2,36.8,1.9,1.1,16.9,22.1,,5.1,2.2,7.3,.141,,2.3,-0.5,1.8,2.4
506,Mirza Teletovic\teletmi01,PF,31,Milwaukee Bucks,65,1021,9.3,.523,.733,.113,1.3,15.5,8.5,6.6,0.5,1.0,8.0,19.4,,0.1,0.6,0.6,.030,,-1.1,-3.6,-4.7,-0.7
507,Garrett Temple\templga01,SG,30,Sacramento Kings,62,1644,11.0,.547,.509,.179,2.2,9.7,6.0,14.3,2.3,1.5,14.4,14.1,,0.9,1.2,2.1,.060,,-0.4,0.4,0.0,0.8
508,Jason Terry\terryja01,SG,39,Milwaukee Bucks,69,1285,8.8,.586,.712,.128,1.4,7.5,4.5,9.7,1.7,1.3,11.8,9.6,,1.1,0.8,1.9,.071,,-0.5,-0.6,-1.1,0.3
509,Isaiah Thomas\thomais02,PG,27,Boston Celtics,71,2415,26.6,.626,.436,.440,1.7,6.8,4.3,32.5,1.4,0.3,10.4,33.9,,10.5,1.6,12.1,.240,,8.9,-3.4,5.5,4.6
510,Lance Thomas\thomala01,PF,28,New York Knicks,46,968,8.4,.516,.348,.209,3.5,12.3,7.9,5.0,1.1,0.4,8.6,13.1,,0.5,0.4,0.9,.046,,-2.1,-1.6,-3.7,-0.4
511,Hollis Thompson\thompho01,SG,25,TOT,40,752,7.9,.482,.475,.145,2.8,13.3,8.0,6.8,1.3,0.6,4.9,13.0,,0.1,0.6,0.8,.049,,-2.7,-0.4,-3.2,-0.2
512,Hollis Thompson\thompho01,SG,25,Philadelphia 76ers,31,561,9.0,.510,.447,.126,3.0,13.3,8.1,7.0,1.2,0.8,5.1,13.7,,0.3,0.4,0.7,.062,,-2.2,-0.7,-2.9,-0.1
513,Hollis Thompson\thompho01,SG,25,New Orleans Pelicans,9,191,4.7,.378,.585,.220,2.2,13.2,7.7,6.3,1.5,0.0,4.3,10.9,,-0.2,0.2,0.0,.011,,-4.3,0.3,-4.0,-0.1
514,Klay Thompson\thompkl01,SG,26,Golden State Warriors,74,2526,17.2,.593,.469,.150,2.1,9.2,5.9,9.2,1.2,1.2,8.3,25.8,,3.8,2.7,6.6,.124,,2.2,-2.0,0.2,1.4
515,Tristan Thompson\thomptr01,C,25,Cleveland Cavaliers,76,2290,15.4,.593,.007,.493,14.1,19.9,17.1,4.7,0.8,2.9,10.8,11.3,,4.9,2.2,7.2,.150,,0.1,1.5,1.6,2.1
516,Marcus Thornton\thornma01,SG,29,Washington Wizards,33,575,10.3,.494,.381,.129,4.3,10.5,7.4,9.8,1.6,0.4,10.1,18.7,,0.1,0.4,0.5,.041,,-1.7,-1.5,-3.2,-0.2
517,Mike Tobey\tobeymi01,C,22,Charlotte Hornets,2,25,-0.1,.250,.000,.000,8.7,4.4,6.6,5.4,0.0,0.0,20.0,9.0,,0.0,0.0,0.0,-0.067,,-7.4,-1.4,-8.8,0.0
518,Anthony Tolliver\tollian01,PF,31,Sacramento Kings,62,1416,11.1,.597,.649,.204,4.1,14.5,9.3,7.4,1.1,1.2,12.5,13.5,,1.4,0.7,2.2,.073,,0.1,-0.8,-0.6,0.5
519,Axel Toupane\toupaax01,SF,24,Milwaukee Bucks,2,6,-9.9,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,,0.0,0.0,0.0,-0.192,,-9.1,-3.5,-12.6,0.0
520,Karl-Anthony Towns\townska01,C,21,Minnesotta Timberwolves,75,2776,25.3,.610,.188,.292,11.3,27.0,19.1,13.1,0.9,3.0,11.5,27.5,,8.5,2.7,11.2,.193,,4.4,0.3,4.6,4.6
521,P.J. Tucker\tuckepj01,SF,31,TOT,76,2121,10.6,.515,.399,.198,5.8,17.7,11.6,6.1,2.5,0.7,11.4,11.3,,1.3,2.1,3.4,.076,,-0.7,1.6,0.9,1.5
522,P.J. Tucker\tuckepj01,SF,31,Phoenix Suns,57,1627,10.6,.517,.384,.218,6.1,17.2,11.5,6.1,2.5,0.7,11.8,11.3,,1.0,1.4,2.4,.070,,-0.7,1.5,0.8,1.1
523,P.J. Tucker\tuckepj01,SF,31,Toronto Raptors,19,494,10.7,.508,.448,.133,4.6,19.5,12.0,6.1,2.7,0.9,9.7,11.1,,0.3,0.7,1.0,.097,,-0.7,2.0,1.2,0.4
524,Evan Turner\turneev01,SG,28,Portland Trailblazers,59,1503,11.6,.496,.219,.193,2.4,13.8,8.1,18.2,1.6,1.0,14.3,18.4,,0.1,1.0,1.2,.037,,-2.3,-0.4,-2.7,-0.3
525,Myles Turner\turnemy01,C,20,Indiana Pacers,76,2388,18.3,.582,.136,.346,6.0,19.2,12.7,6.7,1.5,5.9,9.3,19.5,,3.9,3.3,7.2,.145,,-0.4,2.5,2.2,2.5
526,Beno Udrih\udrihbe01,PG,34,Detroit Pistons,36,502,15.9,.537,.176,.182,1.1,10.4,5.5,34.2,1.2,0.0,14.8,19.7,,0.7,0.4,1.1,.108,,-0.7,-2.2,-2.9,-0.1
527,Tyler Ulis\ulisty01,PG,21,Phoenix Suns,57,978,12.4,.463,.162,.143,1.6,7.9,4.7,30.7,2.2,0.3,14.3,19.7,,0.0,0.4,0.5,.023,,-2.0,-2.3,-4.3,-0.6
528,Jarrod Uthoff\uthofja01,PF,23,Dallas Mavericks,3,7,13.9,.250,.000,.000,31.9,17.6,25.1,23.5,0.0,12.9,0.0,27.0,,0.0,0.0,0.0,.000,,-3.3,6.4,3.2,0.0
529,Jonas Valanciunas\valanjo01,C,24,Toronto Raptors,75,1946,20.0,.601,.000,.321,12.5,29.4,20.9,4.3,0.9,2.7,12.0,19.5,,4.6,2.8,7.3,.181,,-0.5,-0.2,-0.7,0.6
530,Denver Nuggetszel Valentine\valende01,SG,23,Chicago Bulls,52,907,7.7,.500,.725,.067,1.2,15.9,8.4,9.2,1.6,0.5,14.2,15.6,,-0.4,0.9,0.6,.030,,-2.2,-0.6,-2.7,-0.2
531,Fred VanVleet\vanvlfr01,PG,22,Toronto Raptors,34,272,10.6,.452,.269,.192,1.7,14.1,7.9,15.2,3.2,0.6,11.7,20.9,,-0.2,0.4,0.2,.038,,-3.1,-0.1,-3.1,-0.1
532,Anderson Varejao\varejan01,C,34,Golden State Warriors,14,92,9.4,.478,.000,.786,15.3,16.9,16.1,13.0,1.6,2.6,29.8,12.6,,0.0,0.1,0.2,.097,,-3.2,2.5,-0.7,0.0
533,Greivis Vasquez\vasqugr01,PG,30,Brooklyn Nets,3,39,4.1,.376,.375,.375,0.0,5.4,2.7,17.5,1.2,1.9,9.7,11.3,,0.0,0.0,0.0,-0.006,,-5.7,-1.8,-7.4,-0.1
534,Rashad Vaughn\vaughra01,SG,20,Milwaukee Bucks,37,393,8.0,.455,.562,.015,0.6,12.6,6.7,6.3,2.1,2.0,6.4,16.2,,-0.3,0.4,0.1,.007,,-3.4,-1.1,-4.5,-0.2
535,Noah Vonleh\vonleno01,PF,21,Portland Trailblazers,68,1089,9.8,.513,.085,.339,10.7,23.4,17.1,3.3,1.2,1.5,18.1,13.4,,0.1,1.0,1.1,.051,,-4.2,-0.6,-4.8,-0.8
536,Nikola Vucevic\vucevni01,C,26,Orlando Magic,70,2020,19.3,.500,.073,.164,8.9,30.9,19.6,16.8,1.7,2.8,9.9,25.0,,0.9,3.0,3.9,.092,,-1.2,2.4,1.2,1.6
537,San Antonio Spursha Vujacic\vujacsa01,SG,32,New York Knicks,37,323,7.9,.432,.552,.181,2.0,12.3,7.1,15.6,1.7,0.5,11.0,17.1,,-0.1,0.2,0.0,.005,,-2.8,-2.2,-4.9,-0.2
538,Dwyane Wade\wadedw01,SG,35,Chicago Bulls,57,1723,19.0,.509,.155,.293,3.8,12.4,8.1,22.7,2.5,1.8,10.7,29.7,,1.2,2.2,3.3,.093,,0.8,0.5,1.3,1.4
539,Dion Waiters\waitedi01,SG,25,Miami Heat,46,1384,14.5,.506,.325,.191,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.4,,0.2,1.4,1.6,.056,,-0.1,-0.9,-0.9,0.4
540,Kemba Walker\walkeke02,PG,26,Charlotte Hornets,76,2633,21.2,.569,.410,.246,1.9,10.7,6.3,28.9,1.6,0.7,9.6,29.1,,5.6,2.3,7.9,.144,,5.2,-1.6,3.6,3.7
541,John Wall\walljo01,PG,26,Washington Wizards,75,2733,23.3,.541,.188,.367,2.4,10.7,6.5,46.9,2.7,1.4,16.1,30.6,,5.6,2.9,8.6,.150,,3.8,0.3,4.1,4.2
542,Taurean Waller-Prince\princta02,SF,22,Atlanta Hawks,54,843,10.0,.507,.354,.346,3.0,15.4,9.3,7.6,2.4,2.6,15.9,17.2,,-0.4,1.4,1.0,.054,,-4.1,1.7,-2.4,-0.1
543,T.J. Warren\warretj01,SF,23,Phoenix Suns,62,1925,15.2,.534,.123,.191,6.4,11.1,8.7,5.8,1.8,1.6,6.2,19.2,,2.6,1.0,3.6,.090,,0.0,-0.4,-0.4,0.8
544,C.J. Watson\watsocj01,PG,32,Orlando Magic,60,974,9.3,.513,.426,.262,1.4,8.2,4.7,15.6,2.1,0.2,14.5,14.0,,0.2,0.7,0.9,.045,,-2.5,-0.9,-3.4,-0.4
545,Briante Weber\weberbr01,PG,24,TOT,18,160,12.6,.477,.128,.213,4.8,10.1,7.5,15.7,3.1,0.5,8.9,15.6,,0.1,0.2,0.3,.090,,-2.5,0.4,-2.0,0.0
546,Briante Weber\weberbr01,PG,24,Golden State Warriors,7,46,5.9,.392,.214,.214,0.0,9.0,4.8,13.9,3.1,1.7,16.4,17.2,,-0.1,0.1,0.0,-0.019,,-6.9,0.7,-6.3,0.0
547,Briante Weber\weberbr01,PG,24,Charlotte Hornets,11,114,15.3,.513,.091,.212,6.7,10.6,8.6,16.4,3.1,0.0,5.3,15.0,,0.2,0.1,0.3,.134,,-0.7,0.3,-0.3,0.0
548,David West\westda01,PF,36,Golden State Warriors,63,778,17.0,.575,.035,.232,5.7,19.7,13.1,23.8,2.5,4.7,21.0,17.7,,0.9,1.6,2.5,.156,,-1.7,4.2,2.5,0.9
549,Russell Westbrook\westbru01,PG,28,Oklahoma City Thunder,76,2645,30.6,.553,.292,.439,5.3,28.6,17.0,57.2,2.3,0.9,15.9,41.9,,7.9,4.3,12.2,.222,,10.7,4.6,15.3,11.5
550,Okaro White\whiteok01,PF,24,Miami Heat,30,403,8.8,.550,.370,.301,7.1,14.9,10.9,5.7,1.0,1.7,17.1,11.0,,0.3,0.4,0.7,.086,,-2.6,0.8,-1.8,0.0
551,Isaiah Whitehead\whiteis01,PG,21,Brooklyn Nets,69,1546,7.7,.494,.287,.226,2.0,9.6,5.9,17.5,1.2,1.6,20.5,18.3,,-1.5,0.9,-0.6,-0.020,,-4.2,-0.6,-4.8,-1.1
552,Hassan Whiteside\whiteha01,C,27,Miami Heat,72,2351,22.3,.579,.000,.358,12.6,35.0,23.7,3.7,1.1,5.1,12.2,22.4,,3.8,4.9,8.7,.177,,-2.1,1.5,-0.6,0.8
553,Andrew Wiggins\wiggian01,SF,21,Minnesotta Timberwolves,75,2798,16.3,.534,.183,.344,3.9,8.8,6.3,10.8,1.3,0.9,9.5,28.5,,3.0,1.0,4.0,.068,,0.1,-2.7,-2.6,-0.4
554,C.J. Wilcox\wilcocj01,SG,26,Orlando Magic,22,108,2.9,.329,.484,.065,3.9,8.3,6.1,15.4,0.9,0.7,15.8,15.4,,-0.2,0.0,-0.2,-0.087,,-6.5,-2.0,-8.5,-0.2
555,Alan Williams\willial03,PF,24,Phoenix Suns,43,615,18.4,.529,.004,.386,14.3,31.7,22.8,4.9,1.7,4.1,11.5,21.3,,0.7,0.8,1.5,.117,,-2.8,0.2,-2.7,-0.1
556,Deron Williams\willide01,PG,32,TOT,58,1526,14.4,.540,.390,.182,1.0,9.1,4.9,36.8,1.0,0.3,16.7,21.8,,1.6,0.9,2.5,.078,,0.5,-2.5,-2.0,0.0
557,Deron Williams\willide01,PG,32,Dallas Mavericks,40,1171,15.1,.532,.399,.185,1.2,9.3,5.1,40.1,1.1,0.2,16.6,23.8,,1.1,0.7,1.8,.074,,1.1,-2.4,-1.3,0.2
558,Deron Williams\willide01,PG,32,Cleveland Cavaliers,18,355,12.1,.583,.347,.168,0.3,8.1,4.3,25.9,0.6,0.9,17.1,15.4,,0.6,0.1,0.7,.093,,-1.2,-2.9,-4.2,-0.2
559,Derrick Williams\willide02,PF,25,TOT,45,756,10.8,.534,.400,.370,2.8,15.3,9.1,4.9,0.9,0.7,9.0,17.6,,0.4,0.6,1.0,.063,,-2.4,-1.8,-4.2,-0.4
560,Derrick Williams\willide02,PF,25,Miami Heat,25,377,10.1,.465,.328,.365,4.6,16.8,10.7,5.6,1.2,1.0,8.1,20.4,,-0.1,0.4,0.3,.038,,-3.8,-1.5,-5.2,-0.3
561,Derrick Williams\willide02,PF,25,Cleveland Cavaliers,20,379,11.4,.630,.500,.378,0.9,13.8,7.6,4.2,0.7,0.4,10.2,14.9,,0.5,0.2,0.7,.088,,-0.9,-2.2,-3.1,-0.1
562,Lou Williams\willilo02,SG,30,TOT,77,1886,22.1,.598,.442,.453,1.4,9.5,5.4,20.5,2.0,0.8,11.6,29.3,,5.2,0.9,6.1,.155,,4.3,-3.1,1.2,1.5
563,Lou Williams\willilo02,SG,30,Los Angeles Lakers,58,1403,23.9,.609,.431,.469,1.1,9.6,5.2,22.4,2.3,0.6,11.9,30.6,,4.3,0.5,4.9,.167,,5.4,-3.3,2.1,1.5
564,Lou Williams\willilo02,SG,30,Houston Rockets,19,483,16.9,.561,.480,.403,2.5,9.3,5.9,15.0,1.4,1.4,10.3,25.4,,0.9,0.4,1.2,.122,,0.9,-2.4,-1.5,0.1
565,Marvin Williams\willima02,PF,30,Charlotte Hornets,71,2162,14.0,.556,.501,.215,4.2,19.5,11.8,7.3,1.3,1.9,6.7,16.3,,2.6,2.6,5.1,.114,,0.0,0.5,0.6,1.4
566,Reggie Williams\willire02,SF,30,New Orleans Pelicans,6,79,11.7,.518,.478,.304,2.7,5.3,4.0,7.2,1.9,0.0,0.0,14.6,,0.1,0.1,0.2,.101,,-0.8,-1.5,-2.4,0.0
567,Troy Williams\willitr02,SF,22,TOT,25,457,8.7,.507,.373,.201,1.7,11.0,6.2,7.6,2.8,1.9,16.1,17.1,,-0.4,0.6,0.2,.023,,-3.7,1.2,-2.5,-0.1
568,Troy Williams\willitr02,SF,22,Memphis Grizzlies,24,418,7.7,.477,.336,.205,1.6,11.0,6.1,7.2,3.0,2.1,16.9,17.3,,-0.6,0.6,0.0,.004,,-4.6,1.6,-3.0,-0.1
569,Troy Williams\willitr02,F,22,Houston Rockets,1,39,19.5,.815,.750,.167,2.8,11.3,7.0,11.7,1.2,0.0,7.2,15.1,,0.2,0.0,0.2,.231,,5.7,-2.9,2.8,0.0
570,Kyle Wiltjer\wiltjky01,PF,24,Houston Rockets,13,43,6.9,.437,.929,.143,10.2,15.3,12.8,6.3,3.4,1.9,25.2,19.6,,-0.1,0.1,0.0,-0.037,,-3.9,0.1,-3.8,0.0
571,Justise Winslow\winslju01,SF,20,Miami Heat,18,625,8.3,.399,.156,.209,4.0,12.6,8.3,15.5,2.2,0.8,11.8,19.8,,-0.9,0.8,-0.1,-0.009,,-4.0,1.3,-2.7,-0.1
572,Jeff Withey\witheje01,C,26,Utah Jazz,47,406,17.8,.572,.010,.458,14.0,18.6,16.3,2.3,1.9,5.8,10.8,14.9,,0.8,0.9,1.6,.192,,-1.9,2.6,0.7,0.3
573,Christian Wood\woodch01,PF,21,Charlotte Hornets,12,94,16.3,.603,.250,.650,15.1,15.2,15.1,3.1,1.6,5.6,18.9,15.2,,0.2,0.1,0.3,.152,,-1.8,1.3,-0.5,0.0
574,Metta World Peace\artesro01,SF,37,Los Angeles Lakers,20,88,1.5,.306,.586,.414,3.6,10.3,6.8,10.6,1.7,1.9,10.4,18.6,,-0.3,0.0,-0.2,-0.121,,-6.4,-2.2,-8.5,-0.1
575,Brandan Wright\wrighbr03,PF,29,Memphis Grizzlies,23,364,19.5,.636,.008,.258,7.6,12.6,10.0,5.0,1.4,3.7,6.3,17.8,,0.9,0.4,1.4,.181,,0.1,0.6,0.7,0.2
576,Delon Wright\wrighde01,PG,24,Toronto Raptors,22,385,15.4,.547,.248,.485,3.8,8.8,6.3,18.2,3.2,2.3,15.8,16.9,,0.5,0.5,1.0,.122,,0.0,1.4,1.4,0.3
577,James Young\youngja01,SG,21,Boston Celtics,27,212,10.3,.558,.596,.123,3.2,10.4,6.9,2.8,2.1,0.8,6.2,13.4,,0.1,0.2,0.4,.081,,-1.8,-1.2,-3.0,-0.1
578,Joe Young\youngjo01,PG,24,Indiana Pacers,30,132,11.3,.431,.329,.214,0.9,12.5,6.8,18.4,1.5,0.0,6.1,27.7,,-0.2,0.1,-0.1,-0.027,,-3.5,-3.9,-7.4,-0.2
579,Nick Young\youngni01,SG,31,Los Angeles Lakers,60,1556,14.1,.588,.665,.142,1.7,8.1,4.8,5.8,1.2,0.7,5.1,19.5,,3.0,0.1,3.1,.095,,2.7,-3.5,-0.9,0.4
580,Thaddeus Young\youngth01,PF,28,Indiana Pacers,69,2068,14.5,.560,.186,.132,6.2,15.7,11.0,8.4,2.6,1.2,12.0,16.4,,1.5,2.4,4.0,.092,,-0.3,1.4,1.2,1.7
581,Cody Zeller\zelleco01,PF,24,Charlotte Hornets,57,1584,16.8,.606,.002,.451,8.8,16.8,12.8,9.0,1.8,3.1,11.4,15.7,,3.1,2.2,5.3,.160,,-0.2,2.4,2.2,1.7
582,Tyler Zeller\zellety01,C,27,Boston Celtics,48,497,12.9,.502,.007,.232,9.5,17.4,13.5,12.3,0.7,3.6,10.7,16.7,,0.4,0.6,0.9,.092,,-3.4,1.0,-2.4,0.0
583,Stephen Zimmerman\zimmest01,C,20,Orlando Magic,17,90,9.7,.386,.000,.200,10.6,26.2,18.2,4.8,1.1,2.7,3.5,13.8,,0.0,0.1,0.1,.045,,-6.4,0.0,-6.3,-0.1
584,Paul Zipser\zipsepa01,SF,22,Chicago Bulls,39,735,6.8,.503,.441,.215,2.0,13.6,7.8,5.8,0.9,1.7,15.4,14.3,,-0.3,0.6,0.3,.021,,-3.8,-0.2,-4.0,-0.4
585,Ivica Zubac\zubaciv01,C,19,Los Angeles Lakers,38,609,17.0,.547,.013,.206,7.1,21.9,14.2,8.1,1.1,4.4,10.4,20.3,,0.6,0.5,1.1,.083,,-2.8,0.1,-2.7,-0.1