Date,Opponent,PLAYER,MIN,USGP,PFGM,PFGA,P3PM,P3PA,PFTM,PFTA,POREB,PDREB,PREB,PAST,PTO,PSTL,PBLK,PBLKA,PPF,PPFD,PPTS
18/01/2017,@Warriors,Kyle Singler,17:10,10.6,18.2,12.9,33.3,20.0,0.0,0.0,16.7,16.7,16.7,0.0,0.0,0.0,0.0,0.0,16.7,0.0,16.1
16/01/2017,@Clippers,Andre Roberson,26:17:00,7.9,9.1,10.0,16.7,22.2,0.0,0.0,12.5,28.6,22.7,10.0,0.0,0.0,0.0,0.0,12.5,0.0,9.1
16/01/2017,@Clippers,Domantas Sabonis,27:12:00,15.0,18.2,14.0,22.2,16.7,0.0,0.0,0.0,0.0,0.0,30.8,33.3,25.0,0.0,50.0,42.9,10.0,16.7
16/01/2017,@Clippers,Jerami Grant,33:43:00,7.9,12.0,6.6,50.0,15.0,0.0,0.0,20.0,33.3,30.8,8.3,22.2,0.0,75.0,0.0,0.0,11.1,13.4
16/01/2017,@Clippers,Victor Oladipo,24:21:00,21.1,16.7,25.0,0.0,11.8,0.0,0.0,0.0,25.0,16.7,30.0,11.1,33.3,0.0,50.0,14.3,0.0,12.2
16/01/2017,@Clippers,Russell Westbrook,29:17:00,40.1,31.8,36.5,33.3,38.9,80.0,75.0,16.7,26.7,23.8,33.3,40.0,28.6,0.0,25.0,25.0,55.6,40.0
16/01/2017,@Clippers,Enes Kanter,22:34,26.1,33.3,27.0,0.0,8.3,18.2,16.7,60.0,16.7,29.4,20.0,27.3,33.3,50.0,25.0,0.0,25.0,28.6
16/01/2017,@Clippers,Alex Abrines,13:32,20.9,10.0,17.4,0.0,11.1,50.0,60.0,0.0,0.0,0.0,33.3,20.0,33.3,0.0,0.0,80.0,40.0,15.4
16/01/2017,@Clippers,Joffrey Lauvergne,29:46:00,23.5,21.7,26.9,14.3,21.1,16.7,21.4,75.0,37.5,45.0,7.7,0.0,20.0,0.0,0.0,0.0,33.3,20.0
16/01/2017,@Clippers,Cameron Payne,21:18,23.6,25.0,23.7,0.0,30.8,0.0,0.0,0.0,0.0,0.0,25.0,40.0,33.3,0.0,33.3,37.5,0.0,18.6
16/01/2017,@Clippers,Anthony Morrow,05:11,17.3,25.0,11.1,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,50.0,45.5
16/01/2017,@Clippers,Kyle Singler,06:49,7.8,33.3,11.1,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7
15/01/2017,@Kings,Andre Roberson,27:13:00,11.4,0.0,12.2,0.0,16.7,7.1,19.0,45.5,0.0,20.0,10.0,0.0,42.9,100,0.0,7.1,18.8,1.6
15/01/2017,@Kings,Domantas Sabonis,27:40:00,15.1,12.5,17.4,0.0,23.5,6.7,10.5,0.0,20.0,15.0,8.3,9.1,0.0,0.0,0.0,33.3,6.7,10.1
15/01/2017,@Kings,Steven Adams,19:36,16.4,18.8,14.0,0.0,0.0,0.0,0.0,8.3,27.3,17.4,12.5,42.9,20.0,0.0,0.0,14.3,0.0,14.0
15/01/2017,@Kings,Victor Oladipo,39:40:00,18.9,22.6,19.7,14.3,29.2,29.6,25.0,0.0,4.3,3.0,13.3,11.1,18.2,25.0,0.0,13.0,31.8,24.0
15/01/2017,@Kings,Russell Westbrook,35:58:00,35.8,36.7,32.8,100,29.4,37.0,35.5,16.7,45.0,34.4,66.7,50.0,44.4,0.0,25.0,4.5,33.3,39.6
15/01/2017,@Kings,Alex Abrines,17:08,18.5,18.8,13.9,60.0,30.8,36.4,33.3,12.5,22.2,17.6,11.1,28.6,16.7,0.0,0.0,36.4,27.3,27.1
15/01/2017,@Kings,Enes Kanter,32:24:00,29.5,34.5,28.6,0.0,6.7,30.0,32.4,50.0,27.8,37.5,14.3,30.8,9.1,25.0,80.0,23.8,28.6,30.9
15/01/2017,@Kings,Cameron Payne,17:34,14.4,14.3,20.6,0.0,18.8,0.0,0.0,16.7,9.1,11.8,14.3,0.0,28.6,0.0,0.0,33.3,11.1,8.3
15/01/2017,@Kings,Jerami Grant,19:01,3.8,6.7,5.6,25.0,8.3,0.0,0.0,0.0,16.7,11.8,0.0,0.0,0.0,50.0,0.0,16.7,0.0,6.1
15/01/2017,@Kings,Joffrey Lauvergne,03:46,28.2,0.0,37.5,0.0,20.0,0.0,0.0,0.0,50.0,25.0,100,0.0,0.0,0.0,100,66.7,0.0,0.0
13/01/2017,@Timberwolves,Andre Roberson,32:06:00,8.9,12.0,10.2,0.0,0.0,18.2,14.3,0.0,10.0,6.7,6.3,0.0,55.6,100,0.0,21.4,8.3,12.5
13/01/2017,@Timberwolves,Domantas Sabonis,21:15,24.1,16.7,25.6,0.0,33.3,25.0,42.9,14.3,31.3,26.1,0.0,0.0,0.0,0.0,75.0,25.0,22.2,17.1
13/01/2017,@Timberwolves,Steven Adams,32:04:00,8.8,9.1,8.2,0.0,0.0,0.0,0.0,27.3,9.5,15.6,7.7,15.4,22.2,0.0,0.0,26.7,20.0,7.3
13/01/2017,@Timberwolves,Victor Oladipo,32:44:00,25.9,34.8,31.0,100,25.0,20.0,15.4,20.0,14.3,16.1,0.0,7.7,12.5,0.0,33.3,0.0,6.3,33.3
13/01/2017,@Timberwolves,Russell Westbrook,35:37:00,39.9,28.0,33.8,100,62.5,42.9,41.2,25.0,33.3,30.6,80.0,66.7,20.0,0.0,0.0,18.8,33.3,32.3
13/01/2017,@Timberwolves,Alex Abrines,04:13,16.8,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,66.7,0.0,0.0
13/01/2017,@Timberwolves,Enes Kanter,29:44:00,22.0,40.0,20.0,50.0,9.1,33.3,35.7,54.5,10.5,26.7,18.2,23.1,0.0,0.0,33.3,33.3,61.5,38.9
13/01/2017,@Timberwolves,Joffrey Lauvergne,10:02,19.4,0.0,33.3,0.0,0.0,0.0,0.0,50.0,40.0,42.9,50.0,0.0,0.0,0.0,100,0.0,0.0,0.0
13/01/2017,@Timberwolves,Cameron Payne,16:11,21.9,22.2,27.3,0.0,28.6,0.0,0.0,0.0,40.0,26.7,40.0,16.7,0.0,0.0,0.0,20.0,0.0,14.3
13/01/2017,@Timberwolves,Jerami Grant,19:57,1.9,0.0,0.0,0.0,0.0,28.6,25.0,0.0,23.1,15.0,0.0,0.0,0.0,0.0,0.0,22.2,10.0,6.1
13/01/2017,@Timberwolves,Kyle Singler,06:08,8.4,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/01/2017,Grizzlies,Andre Roberson,30:56:00,9.2,12.5,9.3,16.7,16.7,5.6,8.7,12.5,24.1,21.6,0.0,9.1,0.0,25.0,0.0,10.0,5.3,11.1
11/01/2017,Grizzlies,Domantas Sabonis,10:48,13.4,0.0,6.3,0.0,0.0,0.0,0.0,0.0,25.0,18.2,20.0,40.0,0.0,0.0,0.0,100,20.0,0.0
11/01/2017,Grizzlies,Steven Adams,38:57:00,14.8,20.7,19.7,0.0,0.0,0.0,3.7,40.0,10.5,16.7,5.6,0.0,33.3,50.0,33.3,15.4,13.0,13.8
11/01/2017,Grizzlies,Victor Oladipo,31:33:00,16.2,21.7,18.5,80.0,36.8,11.1,13.0,0.0,10.3,7.9,14.3,8.3,0.0,0.0,0.0,11.1,10.0,23.2
11/01/2017,Grizzlies,Russell Westbrook,36:58:00,36.3,20.7,30.8,0.0,31.8,52.2,51.7,10.0,33.3,28.3,70.6,50.0,50.0,25.0,33.3,9.1,41.7,27.6
11/01/2017,Grizzlies,Enes Kanter,29:37:00,34.9,34.8,34.6,0.0,11.8,33.3,27.3,50.0,33.3,36.4,25.0,40.0,66.7,0.0,50.0,21.4,27.3,31.1
11/01/2017,Grizzlies,Alex Abrines,16:34,8.5,15.4,11.1,66.7,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,16.7
11/01/2017,Grizzlies,Jerami Grant,18:12,18.7,28.6,20.0,50.0,25.0,11.1,9.1,25.0,21.4,22.2,0.0,20.0,0.0,0.0,33.3,12.5,30.0,25.6
11/01/2017,Grizzlies,Cameron Payne,11:02,15.0,14.3,18.8,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,42.9,50.0,12.5
11/01/2017,Grizzlies,Nick Collison,04:23,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
11/01/2017,Grizzlies,Joffrey Lauvergne,11:00,16.0,20.0,11.1,0.0,12.5,57.1,50.0,50.0,22.2,27.3,33.3,0.0,0.0,0.0,0.0,40.0,28.6,33.3
09/01/2017,@Bulls,Andre Roberson,32:31:00,8.8,8.6,8.6,40.0,23.5,0.0,0.0,0.0,8.0,7.1,9.1,14.3,20.0,100,0.0,10.0,11.1,9.8
09/01/2017,@Bulls,Domantas Sabonis,21:47,14.3,5.3,13.5,0.0,22.2,100,100,100,20.0,23.8,8.3,0.0,0.0,0.0,0.0,25.0,50.0,11.9
09/01/2017,@Bulls,Steven Adams,36:19:00,19.6,29.7,21.9,0.0,0.0,0.0,0.0,25.0,14.8,16.1,8.3,11.1,0.0,33.3,0.0,0.0,22.2,25.6
09/01/2017,@Bulls,Victor Oladipo,24:39:00,18.7,24.0,20.9,33.3,18.2,0.0,0.0,0.0,10.5,9.5,13.3,14.3,66.7,0.0,100,50.0,0.0,21.7
09/01/2017,@Bulls,Russell Westbrook,33:19:00,33.5,25.7,31.0,25.0,43.8,28.6,37.5,0.0,39.1,34.6,66.7,50.0,20.0,0.0,0.0,18.2,22.2,25.9
09/01/2017,@Bulls,Enes Kanter,27:48:00,22.8,30.0,22.0,0.0,0.0,40.0,37.5,80.0,35.0,44.0,15.8,20.0,33.3,0.0,100,12.5,37.5,28.2
09/01/2017,@Bulls,Alex Abrines,18:53,18.8,20.0,19.4,50.0,33.3,0.0,0.0,0.0,16.7,12.5,22.2,20.0,0.0,25.0,0.0,0.0,0.0,21.2
09/01/2017,@Bulls,Cameron Payne,14:41,19.8,0.0,24.0,0.0,12.5,0.0,0.0,0.0,30.8,25.0,33.3,0.0,0.0,0.0,0.0,66.7,0.0,0.0
09/01/2017,@Bulls,Jerami Grant,16:23,18.0,18.8,21.4,25.0,33.3,0.0,0.0,0.0,16.7,13.3,8.3,0.0,0.0,40.0,0.0,33.3,0.0,18.9
09/01/2017,@Bulls,Joffrey Lauvergne,13:40,25.2,18.2,14.3,50.0,28.6,100,66.7,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,50.0,24.0
07/01/2017,Nuggets,Andre Roberson,38:53:00,11.6,9.7,10.3,20.0,16.7,23.8,32.0,0.0,22.0,20.5,0.0,0.0,0.0,10.0,33.3,20.0,27.8,14.0
07/01/2017,Nuggets,Domantas Sabonis,19:24,20.3,15.4,20.0,0.0,15.4,41.7,41.7,33.3,18.2,20.0,16.7,0.0,50.0,0.0,100,25.0,44.4,22.5
07/01/2017,Nuggets,Steven Adams,30:55:00,18.3,26.9,18.5,0.0,0.0,11.1,13.6,0.0,15.2,13.9,13.3,22.2,25.0,50.0,0.0,23.1,20.0,20.3
07/01/2017,Nuggets,Victor Oladipo,32:39:00,25.6,24.1,31.1,0.0,32.0,6.3,9.1,20.0,6.5,8.3,23.1,0.0,33.3,12.5,100,20.0,6.3,18.3
07/01/2017,Nuggets,Russell Westbrook,35:00:00,33.3,33.3,31.7,77.8,42.9,22.7,22.2,66.7,41.7,43.6,64.7,62.5,60.0,0.0,0.0,18.8,11.1,35.2
07/01/2017,Nuggets,Enes Kanter,21:15,25.2,31.8,27.9,0.0,0.0,0.0,0.0,66.7,26.7,33.3,8.3,20.0,0.0,33.3,0.0,0.0,33.3,25.9
07/01/2017,Nuggets,Alex Abrines,19:31,12.0,5.3,10.5,25.0,25.0,44.4,36.4,0.0,15.4,12.5,27.3,0.0,25.0,0.0,0.0,33.3,30.0,13.7
07/01/2017,Nuggets,Cameron Payne,13:00,16.2,23.1,15.4,66.7,37.5,0.0,0.0,0.0,28.6,20.0,16.7,25.0,0.0,0.0,0.0,25.0,0.0,26.7
07/01/2017,Nuggets,Jerami Grant,24:26:00,7.6,4.0,6.5,0.0,9.5,10.0,6.3,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,9.1,15.4,4.3
07/01/2017,Nuggets,Joffrey Lauvergne,04:57,27.3,28.6,27.3,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,100,0.0,25.0
05/01/2017,@Rockets,Andre Roberson,35:35:00,14.7,19.4,16.7,0.0,14.3,13.3,12.5,55.6,12.9,22.5,0.0,0.0,0.0,28.6,50.0,30.8,8.3,16.1
05/01/2017,@Rockets,Domantas Sabonis,22:17,9.7,16.7,12.2,0.0,0.0,0.0,0.0,0.0,16.7,13.0,11.1,0.0,16.7,40.0,0.0,42.9,11.1,12.0
05/01/2017,@Rockets,Steven Adams,29:09:00,14.2,8.0,11.1,0.0,0.0,33.3,26.7,20.0,29.2,27.6,27.3,25.0,33.3,40.0,0.0,15.4,33.3,11.4
05/01/2017,@Rockets,Victor Oladipo,41:24:00,18.9,17.6,20.5,44.4,34.6,6.3,10.0,14.3,16.1,15.6,15.4,12.5,16.7,0.0,0.0,15.8,6.3,18.3
05/01/2017,@Rockets,Russell Westbrook,37:31:00,50.6,51.6,49.3,80.0,65.2,50.0,50.0,12.5,20.6,19.0,38.5,62.5,33.3,0.0,33.3,13.3,37.5,54.4
05/01/2017,@Rockets,Alex Abrines,17:06,6.8,6.3,5.7,0.0,8.3,10.0,16.7,11.1,9.1,10.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,6.4
05/01/2017,@Rockets,Enes Kanter,22:28,22.2,25.0,18.6,0.0,0.0,38.5,35.3,54.5,43.8,48.1,20.0,50.0,0.0,25.0,0.0,20.0,54.5,25.0
05/01/2017,@Rockets,Jerami Grant,22:06,9.8,5.3,11.4,0.0,7.7,0.0,0.0,0.0,22.2,13.8,40.0,0.0,0.0,50.0,0.0,25.0,0.0,3.8
05/01/2017,@Rockets,Semaj Christon,12:25,13.0,9.1,16.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,100,0.0,0.0,6.5
04/01/2017,@Hornets,Andre Roberson,29:59:00,5.6,4.0,4.9,0.0,5.6,0.0,0.0,10.0,4.2,5.9,7.1,14.3,0.0,0.0,0.0,16.7,0.0,3.2
04/01/2017,@Hornets,Domantas Sabonis,17:11,9.7,6.3,11.4,0.0,0.0,0.0,0.0,25.0,14.3,16.7,0.0,0.0,0.0,0.0,0.0,25.0,25.0,5.6
04/01/2017,@Hornets,Steven Adams,36:29:00,13.8,25.8,13.5,0.0,0.0,12.5,10.5,30.8,28.6,29.3,20.0,18.2,20.0,33.3,11.1,21.7,31.3,21.2
04/01/2017,@Hornets,Victor Oladipo,35:34:00,26.6,21.9,28.6,42.9,33.3,6.3,10.0,20.0,4.0,8.6,27.8,27.3,20.0,0.0,0.0,20.8,10.5,20.7
04/01/2017,@Hornets,Russell Westbrook,33:48:00,46.6,35.7,44.9,28.6,44.4,68.8,68.4,25.0,46.2,39.5,53.3,40.0,40.0,33.3,75.0,21.7,50.0,41.8
04/01/2017,@Hornets,Alex Abrines,21:15,10.5,10.0,12.8,33.3,35.7,0.0,0.0,0.0,5.3,4.0,0.0,0.0,100,0.0,0.0,26.7,0.0,11.1
04/01/2017,@Hornets,Anthony Morrow,04:14,30.8,50.0,33.3,100,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,55.6
04/01/2017,@Hornets,Semaj Christon,14:39,14.8,13.3,10.7,0.0,0.0,0.0,0.0,0.0,27.3,23.1,71.4,50.0,0.0,0.0,0.0,25.0,0.0,11.4
04/01/2017,@Hornets,Enes Kanter,19:30,37.6,47.1,39.4,50.0,33.3,55.6,50.0,66.7,40.0,44.4,0.0,16.7,0.0,0.0,100,30.0,45.5,48.9
04/01/2017,@Hornets,Jerami Grant,27:21:00,4.4,4.5,3.9,0.0,0.0,0.0,0.0,12.5,13.6,13.3,0.0,11.1,0.0,50.0,0.0,0.0,0.0,3.0
02/01/2017,@Bucks,Andre Roberson,19:02,5.3,0.0,7.4,0.0,16.7,0.0,0.0,0.0,40.0,30.8,14.3,0.0,0.0,0.0,0.0,22.2,0.0,0.0
02/01/2017,@Bucks,Domantas Sabonis,25:49:00,4.0,0.0,2.4,0.0,6.7,0.0,0.0,0.0,11.8,10.0,9.1,16.7,20.0,0.0,0.0,18.2,16.7,0.0
02/01/2017,@Bucks,Steven Adams,34:09:00,17.3,34.6,20.0,0.0,0.0,16.7,15.4,60.0,19.2,25.8,14.3,0.0,20.0,60.0,0.0,18.8,23.1,29.0
02/01/2017,@Bucks,Victor Oladipo,34:46:00,19.6,26.9,21.4,66.7,38.9,0.0,0.0,14.3,15.4,15.2,30.8,22.2,25.0,0.0,0.0,26.7,7.1,26.5
02/01/2017,@Bucks,Russell Westbrook,35:55:00,50.0,33.3,45.9,28.6,45.5,83.3,84.6,0.0,26.9,20.6,46.2,55.6,60.0,0.0,25.0,16.7,61.5,41.1
02/01/2017,@Bucks,Alex Abrines,13:52,19.5,20.0,23.1,66.7,36.4,0.0,0.0,25.0,14.3,18.2,14.3,0.0,33.3,0.0,0.0,40.0,0.0,23.1
02/01/2017,@Bucks,Joffrey Lauvergne,13:43,14.6,10.0,9.5,0.0,0.0,100,33.3,100,33.3,42.9,16.7,33.3,0.0,0.0,100,0.0,25.0,12.0
02/01/2017,@Bucks,Enes Kanter,22:02,13.3,7.7,17.6,0.0,0.0,0.0,0.0,66.7,20.0,27.8,11.1,0.0,0.0,0.0,66.7,37.5,9.1,5.0
02/01/2017,@Bucks,Semaj Christon,12:05,36.4,55.6,35.3,50.0,40.0,0.0,33.3,0.0,16.7,16.7,28.6,50.0,0.0,0.0,0.0,50.0,25.0,52.4
02/01/2017,@Bucks,Jerami Grant,28:37:00,8.4,9.1,7.8,0.0,6.7,0.0,20.0,0.0,14.3,11.1,7.7,0.0,0.0,50.0,0.0,0.0,11.1,7.4
31/12/2016,Clippers,Andre Roberson,30:31:00,20.1,12.5,22.0,14.3,35.0,8.7,8.0,25.0,8.3,10.7,11.8,33.3,28.6,40.0,66.7,8.3,6.7,11.5
31/12/2016,Clippers,Domantas Sabonis,24:54:00,20.3,21.1,22.2,12.5,18.2,0.0,0.0,50.0,10.5,17.4,13.3,33.3,0.0,50.0,0.0,0.0,0.0,15.8
31/12/2016,Clippers,Steven Adams,29:07:00,11.1,14.8,9.6,0.0,0.0,15.8,22.7,50.0,13.6,19.2,10.5,0.0,14.3,0.0,0.0,10.0,31.3,13.6
31/12/2016,Clippers,Victor Oladipo,29:02:00,21.1,18.2,19.1,50.0,31.3,26.3,22.7,0.0,15.4,13.3,13.3,33.3,0.0,0.0,0.0,41.7,23.5,22.4
31/12/2016,Clippers,Russell Westbrook,28:48:00,23.3,21.4,21.6,0.0,10.5,29.4,30.0,0.0,54.5,46.2,70.0,33.3,40.0,0.0,33.3,0.0,20.0,21.3
31/12/2016,Clippers,Enes Kanter,24:47:00,38.9,31.6,37.1,0.0,0.0,52.4,52.2,50.0,31.6,34.8,0.0,28.6,20.0,50.0,100,30.0,50.0,37.1
31/12/2016,Clippers,Alex Abrines,11:46,19.3,28.6,23.8,80.0,62.5,0.0,0.0,0.0,16.7,11.1,0.0,0.0,66.7,100,0.0,66.7,28.6,30.0
31/12/2016,Clippers,Joffrey Lauvergne,15:30,23.4,22.2,20.0,0.0,16.7,36.4,38.5,0.0,27.3,21.4,20.0,20.0,0.0,0.0,0.0,60.0,25.0,26.7
31/12/2016,Clippers,Semaj Christon,19:12,12.6,11.1,18.5,0.0,20.0,0.0,0.0,25.0,0.0,5.6,40.0,0.0,25.0,0.0,0.0,0.0,0.0,5.9
31/12/2016,Clippers,Jerami Grant,16:59,8.0,16.7,7.1,50.0,14.3,0.0,0.0,0.0,9.1,6.7,0.0,25.0,0.0,0.0,0.0,20.0,9.1,14.3
31/12/2016,Clippers,Anthony Morrow,04:42,22.2,0.0,28.6,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
31/12/2016,Clippers,Kyle Singler,04:42,11.1,100,14.3,100,25.0,0.0,0.0,0.0,66.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
29/12/2016,@Grizzlies,Andre Roberson,24:11:00,5.8,8.3,8.3,0.0,0.0,0.0,0.0,0.0,38.5,22.7,0.0,0.0,25.0,0.0,25.0,10.0,0.0,5.7
29/12/2016,@Grizzlies,Domantas Sabonis,21:09,14.9,8.3,16.1,0.0,20.0,0.0,0.0,14.3,14.3,14.3,75.0,22.2,0.0,40.0,0.0,44.4,0.0,5.4
29/12/2016,@Grizzlies,Steven Adams,27:04:00,25.5,7.7,21.4,0.0,0.0,33.3,44.4,72.7,42.9,56.0,66.7,27.3,0.0,40.0,40.0,15.4,46.2,15.0
29/12/2016,@Grizzlies,Anthony Morrow,19:28,7.1,12.5,10.3,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,25.0,10.0,0.0,9.1
29/12/2016,@Grizzlies,Russell Westbrook,23:23,56.6,50.0,57.6,100,85.7,63.6,55.6,20.0,23.1,21.7,0.0,54.5,50.0,0.0,33.3,21.4,54.5,56.8
29/12/2016,@Grizzlies,Alex Abrines,26:31:00,23.2,11.8,24.4,66.7,50.0,23.5,18.2,40.0,7.1,15.8,0.0,22.2,0.0,0.0,20.0,0.0,18.8,18.5
29/12/2016,@Grizzlies,Enes Kanter,23:54,31.0,53.8,31.4,0.0,9.1,35.7,38.9,0.0,50.0,41.7,0.0,22.2,0.0,0.0,25.0,12.5,35.7,46.3
29/12/2016,@Grizzlies,Semaj Christon,26:38:00,9.8,7.7,9.8,0.0,20.0,0.0,0.0,25.0,14.3,16.7,66.7,22.2,100,25.0,0.0,33.3,0.0,4.3
29/12/2016,@Grizzlies,Joffrey Lauvergne,09:58,8.8,0.0,7.1,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,50.0,12.5,0.0
29/12/2016,@Grizzlies,Jerami Grant,23:49,13.1,15.4,10.5,0.0,0.0,31.3,33.3,0.0,8.3,5.9,0.0,0.0,0.0,16.7,40.0,12.5,23.5,20.0
29/12/2016,@Grizzlies,Nick Collison,07:39,15.6,100,20.0,0.0,0.0,25.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,50.0,40.0,62.5
